Time,Activity,Pain,Gain,ActivityTime
12:30:00 PM,กินข้าวเที่ยง,ถ้ามีประชุมตอนบ่าย จะกินข้าวไม่ทัน ไม่มีเวลาเดินช๊อปปิ้งตลาดนัด,ถ้ามีประชุมตอนบ่าย จะมีเวลาเดินช๊อปปิ้งตลาดนัด,Noon
12:30:00 PM,นอนกลางวัน,ง่วงนอน ไม่สดชื่น,ตื่นมาสดชื่น พร้อมทำงานต่อช่วงบ่าย,Noon
12:30:00 PM,กลับเข้ามาโรงงาน,-,-,Noon
12:30:00 PM,Have lunch at baan somtum,waiting queue so long,update status by posting ig stories,Noon
12:30:00 PM,Shopping ซื้อของแต่งบ้าน,ใช้เวลาเลือกซื้อสินค้านาน,ซื้อสินค้าที่อยากได้ทันที,Noon
12:40:00 PM,อาบน้ำ,ร้อน,ตัวเย็นขึ้น,Noon
12:40:00 PM,นั่งสมาธิ,-,คลายเครียจจากการทำงาน,Noon
12:40:00 PM,นอนกลางวัน,,ได้พักผ่อน,Noon
12:45:00 PM,ซื้อกาแฟ,ได้ช้า,หายง่วง,Noon
12:45:00 PM,งีบ,งีบไม่ค่อยหลับ,ได้พักผ่อนเต็มที่,Noon
12:50:00 PM,ซื้อกาแฟ,ง่วงตอนบ่าย,ลดอาการง่วงในขณะทำงาน,Noon
12:50:00 PM,กินข้าว,พลังงานหมด,อิ่ม,Noon
1:00:00 PM,ทำงาน,เหนื่อย เบื่อ,งานเสร็จ,Noon
1:00:00 PM,ไปร้านชาไข่มุก,อ้วน,อร่อย มีความสุข,Noon
1:00:00 PM,กลับมาทำงาน,ง่วงเพราะกินเยอะ,,Noon
1:00:00 PM,ทำงานต่อ,งานยังไม่เสร็จ,งานเสร็จทันตามแผน,Noon
1:00:00 PM,สั่งข้าวผ่าน Line man,ไม่รู้จะกินอะไรดี,ไม่ต้องออกไปหาซื้อ,Noon
1:00:00 PM,กินอาหาเที่ยง,มีร้านให้เลือกน้อย,พักจากการทำงาน และอิ่มท้อง,Noon
1:00:00 PM,Work on a Python script that fetches data from DB to do model scoring,The server doesn't have a query tool. Using Python to do SQL query can be inconvenient,"With the server's capabilities and intranet to connect to the internal DB, the work is much faster than using my own laptop via VPN",Noon
1:00:00 PM,ชงกาแฟ,,อร่อย+แก้ง่วง,Noon
1:00:00 PM,Continue working,do the same things,,Noon
1:00:00 PM,เริ่มทำงาน,,,Noon
1:00:00 PM,เริ่มทำงานรอบบ่าย,งานยังไม่เสร็จ,งานมี progress มากขึ้น,Noon
1:00:00 PM,เดินทางออกจากบ้านไปนวด คอ บ่า ไหล่,ต้องเดินทางไป เสียเวลารถติด,ผ่อนคลาย สบายตัว,Noon
1:00:00 PM,เริ่มเรียน,ไม่มี,ได้ความรู้ใหม่ ๆ,Noon
1:00:00 PM,"Work on SQL queries, Power BI",New issues come everyday,Learn something new to gain more knowledge,Noon
1:00:00 PM,กินข้าวกลางวัน ที่ร้านก๋วยเตี๋ยวแถวบ้าน,,คนไม่พลุกพล่าน,Noon
1:00:00 PM,เริ่มทำงาน(ต่อ),จิตใจห่อเหี่ยว,ได้เคลียร์งานตามหน้าที่และความรับผิดชอบ,Noon
1:00:00 PM,เข้าห้องน้ำ แปรงฟัน,ขี้เกียจแปรงฟัน,ลมหายใจสดชื่น มั่นใจที่คุยกับคนอื่น,Noon
1:00:00 PM,ทำงาน,น่าเบื่อ,ได้เงิน,Noon
1:00:00 PM,เริ่มงานช่วงบ่าย เปิด PO,PR ผิดเยอะมาก ,,Noon
1:00:00 PM,เริ่มงานช่วงบ่าย เปิด PO,PR ผิดเยอะมาก ,,Noon
1:00:00 PM,Start working again,- Being full and sometimes feel sleepy,- less work efficiency,Noon
1:00:00 PM,ทานมื้อเที่ยง,ทานเมนูเดิม,อิ่ม,Noon
1:00:00 PM,กลับมาทำงาน,ง่วงเพราะกินเยอะไป,ใกล้เลิกงานแล้ว,Noon
1:00:00 PM,กินข้าวเที่ยงที่ร้านสลักเพชร,"ปลาหมดทุกอย่างยกเว้นปลาเก๋า, แพงไปหน่อย","อร่อย, ทิวทัศน์ร้านอาหารสวยงาม",Noon
1:00:00 PM,ซื้อชาไข่มุก,อยากกินน้ำหวาน,อารมณ์ดี,Noon
1:00:00 PM,Follow up partners,Long talk but less conclusion,Better delivery and services,Noon
1:00:00 PM,go shopping,Lose money,I pay what I want,Noon
1:00:00 PM,ไปนั่งทำงานช่วงบ่ายที่ Co-Working Space,คนเยอะ เสียงดัง วุ่นวาย เสียค่าเครื่องดื่ม อาหารในการใช้สถานที่ ไม่ใช่ทุกที่นั่งที่จะมีปลั๊ก  ต้องเดินหาที่นั่งที่เหมาะสมในการนั่งทำงาน,Wifi แรง มีที่นั่งเยอะ บรรยากาศดี  พื้นที่กว้าง  การตกแต่งสวย,Noon
1:00:00 PM,เรียนวิชาสอง พร้อมกับทำการบ้านวิชาอื่น,ง่วงนอนมาก ไม่เข้าใจเนื้อหา,ได้มีเวลาทำการบ้านเพิ่ม,Noon
1:00:00 PM,Team work in progress conference,,Happy to see work progress,Noon
1:00:00 PM,เดินไปซื้อน้ำหวานมากิน,ง่วง เพลีย,สดชื่น,Noon
1:00:00 PM,เข้างานช่วงบ่าย,อยากพักต่อ,ทำงานที่ค้างอยู่ให้เสร็จ,Noon
1:00:00 PM,ทำงาน,อิ่มแล้วเริ่มง่วง,แต่คิดงานออก,Noon
1:00:00 PM,เริ่มทำงาน,กลัวงานไม่เสร็จ,ใช้เวลาให้คุ้มค่า ดูขยัน,Noon
1:00:00 PM,ทำงาน,-,-,Noon
1:00:00 PM,ชงกาแฟ,,หายง่วง,Noon
1:00:00 PM,Lunch,Many choices of restaurant,Not hungry,Noon
1:00:00 PM,ช่วยลูกน้องเรียงงาน,ปวดหลัง,งานเรียบร้อย ได้ออกกำลังกาย,Noon
1:00:00 PM,ทำงาน,,,Noon
1:00:00 PM,กลับเข้าออฟฟิตทำงาน,งานเยอะมาก,ได้ใช้ความรู้,Noon
1:00:00 PM,เริ่มงานช่วงบ่าย,อยากมีเวลาพักมากกว่านี้,ทำงานที่ค้างอยู่ให้เสร็จ,Noon
1:10:00 PM,เช็ค Facebook Instragram,ไม่รู้จะดูอะไร เลื่อนไปเรื่อยๆ เสียเวลา,รู้เรื่องชาวบ้าน อัพเดทเทรน,Noon
1:10:00 PM,เตรียมข้อมูลไปประชุมกับลูกค้า,ง่วงนอน น่าเบื่อ,ได้อัพเดทข้อมูลกับลูกค้า,Noon
1:15:00 PM,ทำงาน,งานค้าง,งานมี progress,Noon
1:15:00 PM,ทำงานต่อ,งานยังเหลือเยอะ,งานเสร็จเป็นอย่างๆ,Noon
1:30:00 PM,กลับเข้ามาทำงาน,เริ่มง่วง (กินเยอะ),ได้ความคืบหน้าของงาน,Afternoon
1:30:00 PM,ทำงานต่อแบบง่วงๆ,ง่วงมากเพราะกาแฟไม่ช่วยอะไร,,Afternoon
1:30:00 PM,ทำงาน ,งานเยอะ ,งานเสร็จ ,Afternoon
1:30:00 PM,ประชุมผ่าน MS Team,ไม่สามารถพูดเสียงดัง หรือเปิดลำโพงได้ ต้องใช้หูฟังหลายแบบ ทั้งต่อคอม ต่อไอโฟน และต้องพกสายชาร์จโน้ตบุค ชาร์จไอโฟน ชาร์จไอแพด ต้องขนอุปกรณ์เยอะมาก,มีสมาธิในการทำงาน ไม่สะดุด,Afternoon
1:30:00 PM,เข้านอน,เสียเวลา ไม่ได้เรียนให้จบ,ได้พักผ่อน,Afternoon
1:30:00 PM,เริ่มทำงานประจำต่อ,ง่วง เพิ่งกินข้าวอิ่มแต่ไม่อยากกินกาแฟเพิ่มเพราะจำกัดไว้แค่1แก้วต่อวัน,งานจะได้เสร็จไวๆ ไม่ต้องเลิกงานดึก,Afternoon
1:30:00 PM,ดื่มกาแฟที่แม่บ้านชงให้,ไม่ค่อยอร่อย,ฟรี,Afternoon
1:30:00 PM,Daily meeting with other team,"ใช้เวลานาน,หลงประเด็น",,Afternoon
1:40:00 PM,กินข้าว,กินอิ่มง่วงนอน อ้วน,อิ่ม,Afternoon
1:45:00 PM,กินกาแฟ,,รู้สึกตื่นพร้อมทำงานสำหรับช่วงบ่าย,Afternoon
1:45:00 PM,หากาแฟกิน,,หายง่วง มีแรงลุยงานต่อ,Afternoon
1:50:00 PM,เดินไปห้องประชุม,ร้อน และเดินไกล,ได้ไปประชุมตามตรงเวลา,Afternoon
2:00:00 PM,จังหวะปวดฉี่,ขี้เกียจเดินไปห้องน้ำ,โล่ง,Afternoon
2:00:00 PM,เริ่มทำงานช่วงบ่าย,อยากพักต่อ,ได้เริ่มทำงานที่ค้างอยู่ให้เสร็จ,Afternoon
2:00:00 PM,กินข้าวเที่ยง,หิว,อิ่ม,Afternoon
2:00:00 PM,ประชุม,,อับเดทงาน + ช่วยกันคิดงาน,Afternoon
2:00:00 PM,เคลียร์งาน,"เริ่มง่วง,VPN ช้า, Query Data slow response","งานเสร็จ,มีเวลาทำการบ้าน",Afternoon
2:00:00 PM,Brew coffee,,make fresh and awake,Afternoon
2:00:00 PM,ตรวจรับงานจ้างซ้อมเครื่องมือ,เสียงติดคุก,มีเครื่องมือในการทำงานมากขึ้น,Afternoon
2:00:00 PM,อ่านหนังสือ,"รู้สึกง่วงนอนตอนบ่าย
อ่านหนังสือไม่ค่อยรู้เรื่อง",ได้รับความรู้,Afternoon
2:00:00 PM,ประชุมกับลูกค้า,ลูกค้าเรื่องมาก ,ทำงานให้ลูกค้า ได้ความประทับใจ,Afternoon
2:00:00 PM,กินข้าวเที่ยง,ร้านไม่ค่อยเปิดต้องสั่งdelivery,อิ่ม,Afternoon
2:00:00 PM,สั่งกาแฟแก้วที่ 2 ผ่าน Grab Food,,ได้ส่วนลด 25%,Afternoon
2:00:00 PM,สั่งกาแฟแก้วที่ 2 ผ่าน Grab Food,,ได้ส่วนลด 25%,Afternoon
2:00:00 PM,ทำงาน,แก้งานจุดเดิมเพิ่ม,สนุกที่ได้ทำงานต่างๆ,Afternoon
2:00:00 PM,กินกาแฟ,,หายง่วงนอน ตื่นตัว,Afternoon
2:00:00 PM,เที่ยวที่สะพานแดง,ต้องเดิน,"คนเที่ยวน้อยดีต่อการถ่ายรูป, ทิวทัศน์สวยมาก",Afternoon
2:00:00 PM,Coordinate meeting,Listen a lot for little progress,,Afternoon
2:00:00 PM,ติดตามสถานะงานของวันนี้ ตามแผนที่ได้วางไว้,ดู progress งานกับแผน,ควบคุมเวลาได้,Afternoon
2:00:00 PM,Try coffee at Horme caf?,,update status by posting ig stories,Afternoon
2:00:00 PM,Back to workplace,Stressful job,Earn salary,Afternoon
2:00:00 PM,ตรวจสอบงานขาเข้า,ปวดตา ปวดคอ,ได้รู้ว่างานมาครบจริงไหม,Afternoon
2:05:00 PM,ทำงานต่อ,-,ได้ความคืบหน้าของงาน,Afternoon
2:10:00 PM,Online horoscope,Get shock and stress from the prophecy,talk to friend,Afternoon
2:30:00 PM,เปิด Streaming ดูหุ้นไทย,เสียสมาธิในการทำงาน,ได้ดูความเป็นไปของตลาดหุ้น,Afternoon
2:30:00 PM,พักเบรค,เบื่อ ,ได้พักเติมพลัง,Afternoon
2:30:00 PM,ออกไปซื้อของทำขนม,ต้องเดินทาง ไปแล้วได้มากกว่าที่ List ไว้,ได้ของตามที่เราต้องการ เลือกเองได้ ถูกใจ หาของทดแทนได้,Afternoon
2:30:00 PM,ซื้อของกินเล่นเพิ่มเติม,อยากกิน,หายอยาก,Afternoon
2:30:00 PM,เดินเลือกซื้อของกิน ของใช้,คิดไมออก ไม่รู้จะซื้อไรเข้าบ้านเก็บไว้ แต่ต้องมี,ของใช้พร้อม อาหารพร้อม เวลาอยู่บ้าน,Afternoon
2:30:00 PM,Find some drinks,"- Waste time to find promotion in food delivery applications
- Waste money
- Become fat",- Intake sugar to blood and feel fleshy,Afternoon
2:30:00 PM,ออกไปซื้อขนม,น้ำหนักขึ้น,มีแรงลุยงานต่อ,Afternoon
2:30:00 PM,เติมกาแฟ,ง่วง ,สดชื่น หายง่วง,Afternoon
2:30:00 PM,กาแฟ,ร้าน specialty coffee ส่งนาน,กาแฟหอมอร่อย ไม่มีนมข้นและน้ำตาล + ตื่น,Afternoon
2:30:00 PM,นัดเจอเพื่อนที่ร้าน ขนมหวาน,ทานเยอะ น้ำหนักขึ้น,ได้พูดคุยกับเพื่อน,Afternoon
2:35:00 PM,ทำงานต่อ,-,ได้ความคืบหน้าของงาน,Afternoon
2:45:00 PM,ทำงานต่อ,งานยังไม่เสร็จ,งานเสร็จทันตามแผน,Afternoon
2:45:00 PM,ทำงานต่อ,งานยังไม่เสร็จ,งานเสร็จทันตามแผน,Afternoon
2:45:00 PM,ทำงาน,ก้นเริ่มชา,หัวแล่นมากจากกาแฟ,Afternoon
3:00:00 PM,เรื่มงานบ่าย,มีงานค้างจากตอนเช้า,เคลียงานเสร็จก่อนเลิกงาน,Afternoon
3:00:00 PM,meeting  (with with  marketing team),"กดดันเล็กน้อย,เหนื่อย,สื่อสารกันลำบาก(เนื่องจาก WFH)",ได้รู้จักกับทีมอื่นมากขึ้น,Afternoon
3:00:00 PM,Feel sleepy,don't know why coffee can't help,,Afternoon
3:00:00 PM,ติดต่องานเกี่ยวกับพัสดุ,ติดต่อยากเอกสารเยอะ,,Afternoon
3:00:00 PM,ประชุม,Project มีความซับซ้อน,เข้าใจ Scope งาน,Afternoon
3:00:00 PM,อ่านหนังสือ,,ได้รับความรู้,Afternoon
3:00:00 PM,ประชุมกับทีมงาน New product,รายละเอียดเยอะ กดดัน,ได้เรียนรู้ product ใหม่ๆ ,Afternoon
3:00:00 PM,ติดต่อแผนกบัญชีรับเงิน,เสียเวลาต้องเดินไปรับเอง น่าจะโอนคืน,ได้รับเงิน,Afternoon
3:00:00 PM,ติดต่อแผนกบัญชีรับเงิน,เสียเวลาต้องเดินไปรับเอง น่าจะโอนคืน,ได้รับเงิน,Afternoon
3:00:00 PM,Meeting,หาข้อสรุปไม่ได้,ทุกคนมีความเข้าใจในทางเดียวกัน,Afternoon
3:00:00 PM,รับประทานอาหารว่าง,หิว กินแก้เบื่อ,อิ่ม อารมณ์ดี,Afternoon
3:00:00 PM,arrive home,,,Afternoon
3:00:00 PM,สั่งน้ำ ขนมของร้านมานั่งกินระหว่างทำงาน,แพง,อร่อย,Afternoon
3:00:00 PM,Working on presentation,,Feel productive,Afternoon
3:00:00 PM,สรุปผลสถานะการทำงานของวันนี้ ว่าตามแผนหรือไม่,เร่งงานให้เสร็จตามแผน,ปิดงานของวันนี้,Afternoon
3:15:00 PM,ประชุมทีมย่อย,,สรุปงานที่จะทำประจำวัน,Afternoon
3:15:00 PM,Watch Netflix,,watching series that I can't watch during Mon- Fri,Afternoon
3:30:00 PM,ชงกาแฟ,ง่วง เมื่อย,เดินยืดเส้นยืดสาย,Afternoon
3:30:00 PM,ทำงานประจำ Generate report,,มีงานส่ง,Afternoon
3:45:00 PM,ประชุมทีมใหญ่,,สรุปรายละเอียดระหว่างทีม,Afternoon
3:45:00 PM,ทำงานต่อ,งานค้าง,งานเกือบเสร็จ,Afternoon
4:00:00 PM,ทำงาน,เบื่อ งานด่วนมักมาใกล้เลิกงาน,งานเสร็จ,Afternoon
4:00:00 PM,ทำขนม,ยืนนาน เฝ้าตู้อบเพื่อดูสีของขนม เสียเวลาในการเฝ้าไปโดยเปล่าประโยชน์,สร้างรายได้เสริม สร้างภาพพจน์บน Social,Afternoon
4:00:00 PM,ทำงานกระจายเอกสารให้แต่ละหน่วยงาน,เอกสารเยอะทำให้เกิดผิดพลาด,,Afternoon
4:00:00 PM,ทำการบ้าน,เครียด จริงจัง,การบ้านเสร็จตามกำหนด,Afternoon
4:00:00 PM,เรียนเสร็จแล้ว,ไม่มี,ได้พัก,Afternoon
4:00:00 PM,กินขนม พักผ่อน,น้ำหนักเพิ่ม,ผ่อนคลาย,Afternoon
4:00:00 PM,เดินกลับออฟฟิต,เหนื่อย และ ร้อน,เดินออกกำลังกาย ,Afternoon
4:00:00 PM,ไปห้อง MD เซ็นต์เอกสาร,ไม่มีเวลาทำงานอื่นเพิ่มเติม,พูดคุยกันแลกเปลี่ยนความคิด,Afternoon
4:00:00 PM,ไปห้อง MD เซ็นต์เอกสาร,ไม่มีเวลาทำงานอื่นเพิ่มเติม,พูดคุยกันแลกเปลี่ยนความคิด,Afternoon
4:00:00 PM,ทำงาน,แก้งานจุดเดิมเพิ่ม,สนุกที่ได้ทำงานต่างๆ,Afternoon
4:00:00 PM,กลับกรุงเทพ,ใช้เวลาเดินทางนาน,หลับในรถได้,Afternoon
4:00:00 PM,"เล่นมือถือ Facebook, Instagram, Shopee",เสียเวลาไปโดยไม่ได้สาระความรู้เพิ่มเติม,ผ่อนคลาย เพลิดเพลิน ไม่เครียด,Afternoon
4:00:00 PM,เลิกงาน เดินทางกลับบ้าน,เบื่อการขับรถ,จบงานของวัน,Afternoon
4:00:00 PM,กินขนม,หิว,ได้กินของอร่อย อารมดี,Afternoon
4:00:00 PM,เดินทางกลับบ้านและแวะเติมน้ำมัน ระหว่างทานกลับบ้าน,,,Afternoon
4:00:00 PM,เลิกงาน เดินทางกลับบ้าน,เบื่อที่ต้องเจอรถติด,ได้กลับบ้าน,Afternoon
4:01:00 PM,เปิด LINE MAN หาของกินแล้วก็ปิดไป,มีร้านเยอะไปหมด แต่ไม่รู้จะกินอะไรดี,ไม่ได้อะไรเลย,Afternoon
4:15:00 PM,พักกินขนม,เปลืองเงิน และ อ้วน,พักสมอง พักผ่อน,Afternoon
4:25:00 PM,ทำงานสรุปรีพอตการประชุม,เหนื่อย,ได้จัดลำดับความสำคัญของงาน,Afternoon
4:30:00 PM,ขับรถออกจากที่ทำงาน,รถติด,ฟัง Podcast/เพลง,Afternoon
4:30:00 PM,ทำงานต่อ,งานยังไม่เสร็จ,งานเสร็จทันเวลา,Afternoon
4:30:00 PM,เลิกงาน เดินกลับห้อง,แดดร้อน คนค่อนข้างเยอะ,ได้กลับบ้านเร็ว,Afternoon
4:30:00 PM,แวะตลาดเพื่อซื้อของ กลับไปทานอาหารที่บ้าน,ต้องซื้อวัตถุดิบหลายอย่าง,ซื้อของที่สด สะอาด ,Afternoon
4:33:00 PM,สอนเพื่อนทำการบ้าน,เพื่อนติดปัญหาการบ้าน,เพื่อนทำการบ้านเสร็จ,Afternoon
4:40:00 PM,ถึงบ้าน นั่งพักผ่อนดูทีวี,เหนื่อย,พักผ่อน,Afternoon
4:45:00 PM,meeting with team,,,Afternoon
5:00:00 PM,ขับรถกลับบ้าน,เบื่อรถติด,ถึงบ้านโดยสวัสดิภาพ,Afternoon
5:00:00 PM,ถึงบ้าน ไปให้อาหารนกแก้ว,ร้องเสียงดัง รำคาญ,เอ็นดูนกแก้ว,Afternoon
5:00:00 PM,เลิกงาน นั่งรอเพื่อนไปกินข้าวเย็นด้วยกัน,หิว,ได้งานเพิ่มขึ้นช่วงรอเพื่อนเลิกงาน,Afternoon
5:00:00 PM,order food delivery (grab food),"เมนูเยอะเลือกยาก,ไม่รู้กินไรดี,รออาหารช้า",ได้กินอาหารที่อยากกินใหม่,Afternoon
5:00:00 PM,เดินเล่นริมทะเล,,ผ่อนคลาย,Afternoon
5:00:00 PM,เลิกงาน,ต้องเดินทางกลับซึ่งก็อาจจะเกิดอันตรายได้,ได้กลับไปทำในสิ่งอื่นๆทั้งที่อยากทำ และ ต้องทำ,Afternoon
5:00:00 PM,เข้าไลน์การผลิต เพื่อเทสตัวงานให้ลูกค้า,เบื่อกับปัญหาเดิมๆ,ทำงานตามที่ลูกค้าสั่งได้เสร็จ,Afternoon
5:00:00 PM,เลิกงานกลับบ้าน,,มีความสุขงานเสร็จเรียบร้อย,Afternoon
5:00:00 PM,เลิกงานกลับบ้าน,,มีความสุขงานเสร็จเรียบร้อย,Afternoon
5:00:00 PM,เลิกงาน,ขี้เกียจขับรถกลับเพราะรถติด,ได้กลับบ้านไปดู Netflix,Afternoon
5:00:00 PM,Finish working,,Feel happiness (Specially Friday),Afternoon
5:00:00 PM,ประชุม,ไม่เข้าใจงานที่ได้รับมอบหมาย,เข้าใจงาน สามารถทำงานที่ได้รับได้,Afternoon
5:00:00 PM,Clear office tasks,A lot of call for next steps,,Afternoon
5:00:00 PM,แวะซื้อของกินที่ 7-11,หิว หาอะไรรองท้องก่อนออกกำลังกาย,กินแล้วมีแรงออกกำลังกาย,Afternoon
5:00:00 PM,Suanluang Park,Frustrate from overcrowded,,Afternoon
5:00:00 PM,รดน้ำต้นไม้,,"สงบ,ได้สมาธิ",Afternoon
5:00:00 PM,พักเบรค,นั่งว่าง,ผ่อนคลาย,Afternoon
5:00:00 PM,ประชุมสรุปเคสประจำวัน,เคสเยอะ ลากยาว ,รู้แผน ที่จะทำในวันถัดไป,Afternoon
5:20:00 PM,ทำงาน,-,-,Evening
5:30:00 PM,ออกไปกินข้าว,ไม่รู้จะกินอะไร,อิ่มท้อง,Evening
5:30:00 PM,พักเบรคงาน ช่วงเย็น ออกจากบ้านไปหาของกิน ไปซื้อของที่ตั้งใจจะซื้อ,ต้องขับรถออกจากบ้าน,ได้ของกิน ได้ของที่ตั้งใจจะซื้อ ได้ออกไปผ่อนคลาย,Evening
5:30:00 PM,อยากนอน แต่ออกไปหาข้าวกิน,ง่วงก็ง่วง แต่หิว,อิ่มแล้ว,Evening
5:30:00 PM,Shopping,ช๊อปเพลิน กระเป๋าเบาเลย,ได้ซื้อของ คลายความเครียด,Evening
5:30:00 PM,ทานมื้อเย็น,กลัวอ้วน,อิ่ม มีแรงออกกำลังกาย,Evening
5:30:00 PM,Take the van to home,Use the time more than coming to office,Go back to my home,Evening
5:30:00 PM,ไปซื้อข้าวเย็นที่ cosmo bazaar เพื่อเอากลับไปกินที่บ้าน,มีของอยากกินเยอะไปหมด เลยซื้อมาเกินจำเป็น กินหมดก็อ้วน,มีอาหารอร่อยให้เลือกซื้อเยอะ,Evening
5:30:00 PM,ทานอาหารเย็น เล่นมือถือขณะทานอาหาร,เลือกไม่ถูกว่าจะทานอะไรดี,"ได้เดินออกกำลังกายเลือกร้าน, คนน้อยไม่ต้องรอนาน ",Evening
5:30:00 PM,เปิดคอมพิวเตอร์,งานยังไม่เสร็จ,เตรียมทำงาน,Evening
5:30:00 PM,เลิกงาน,เหนื่อย,ได้ทำอะไรที่อยากทำ,Evening
5:30:00 PM,เดินทางไปเล่นฟิตเนส,"ขี้เกียจขับรถ, รถติด",-,Evening
5:30:00 PM,Go to Decathlon,,Little exercise from equipment testing,Evening
5:30:00 PM,ล้างจาน,,สงบ,Evening
5:30:00 PM,มาเรียงงานที่เหลือ,ปวดหลัง,งานเรียบร้อย ได้ออกกำลังกาย,Evening
5:30:00 PM,ทำอาหารที่บ้านพร้อมครอบครัว,เสียเวลาในการเตรียมอาหาร,ได้ใช้เวลาร่วมกันกับครอบครัว ,Evening
5:40:00 PM,เล่นอินเตอร์เน็ต อ่านบทความออนไลน์,เบื่อ,อัพเดตข่าวสาร,Evening
5:45:00 PM,ถึงคอนโด,อยากนอน,ได้เปลี่ยนเสื้อผ้าเพื่อไปทำในสิ่งต่อไป,Evening
5:50:00 PM,เตรียมตัวกลับบ้าน,,ดีใจจะได้กลับบ้าน,Evening
5:55:00 PM,หัวหน้าเรียกประชุม,ไม่เข้าใจ เบื่อทำไมนัดประชุมก่อนเลิกงาน 5นาที ควรนัดในเวลางาน,ได้งานเพิ่มและรู้รายละเอียดปัญหาแต่ละทีมที่ทำงาน,Evening
6:00:00 PM,ขับรถกลับ,,ออกช้า รถเริ่มโล่ง,Evening
6:00:00 PM,Doing BADS homework/project,Feeling tired,"Gaining knowledge, practicing",Evening
6:00:00 PM,กินข้าวเย็น,,ทำอาหารเอง สนุกสนาน,Evening
6:00:00 PM,ออกกำลังกาย,"เหนื่อย,เมื่อยตัว",รู้สึกเบาตัว,Evening
6:00:00 PM,Finish working,don't know what to eat,relax,Evening
6:00:00 PM,ทำ trend Product,หาข้อมูลได้ยากเนื่องจากมาจากหลายระบบ,,Evening
6:00:00 PM,ทำอาหารเย็น,ไม่อร่อยเท่าร้านทำ,ไม่ต้องออกไปกินนอกบ้าน ไม่มีผงชูรส,Evening
6:00:00 PM,กินข้าวเย็น ที่บ้าน,เสียเวลาเก็บล้าง,ไม่ต้องเสียเวลาเดินทาง ไปกินข้าว,Evening
6:00:00 PM,ซื้อของทำกับข้าว,ของที่ต้องการหมด,,Evening
6:00:00 PM,ซื้อของทำกับข้าว,ของที่ต้องการหมด,,Evening
6:00:00 PM,ถึงบ้าน,,,Evening
6:00:00 PM,เลิกงาน,ยังมีงานค้างอยู่,ดีใจ,Evening
6:00:00 PM,ออกกำลังกาย,เหนื่อย เมื่อยกล้าเนื้อ,รู้สึกว่าร่างกายแข็งแรงขึ้น,Evening
6:00:00 PM,เลิกงาน,,ดีใจเลิกงงานแล้ว,Evening
6:00:00 PM,ฝึกสุนัข,โดนกัด โดนข่วน,สุนัขมีวินัยมากขึ้น,Evening
6:00:00 PM,ทำงาน,งานค้าง,งานมี progress,Evening
6:00:00 PM,Play with children,"Not enough light, a lot  mosquitos",,Evening
6:00:00 PM,Dinner ,,Delicious food I gain my happiness,Evening
6:00:00 PM,ออกจากที่ทำงาน ขับรถไปที่บ้าน,ขี้เกียจขับรถ รถติดช่วงเวลาเร่งด่วน,ถึงที่บ้านเร็ว มีเวลากินข้าว ออกกำลังกาย อ่านหนังสือ ดู Youtube,Evening
6:00:00 PM,กินข้าว,อาหารไม่อร่อย,รู้สึกอิ่มอยู่ท้อง,Evening
6:00:00 PM,เล่นฟิตเนส,ขี้เกียจออกกำลังกาย,ร่างกายแข็งแรง,Evening
6:00:00 PM,เล่นเกมส์,,"ได้หัวเราะ,มีเวลากับครอบครัว",Evening
6:00:00 PM,Dinner,"Low cal. Food, not a good taste",Not hungry,Evening
6:00:00 PM,ออกจากที่ทำงาน,,,Evening
6:10:00 PM,ขับรถกลับบ้าน,รถติดอีกก,,Evening
6:10:00 PM,Have dinner at Nice Two Meet You,smelly hands and hair,Fullfill my need,Evening
6:15:00 PM,ขึ้นบีทีเอสกลับคอนโด,ที่ทำงานไกลจากที่พัก และรถติด,กลับบ้านไวขึ้นเพราะไม่ต้องเจอรถติด,Evening
6:15:00 PM,ออกกำลังกาย,ร่างกายต้องต่อสู้กับความอ้วนของตัวเอง,ได้ออกกำลังกาย เพื่อสุขภาพและลดน้ำหนัก,Evening
6:15:00 PM,ให้อาหารสุนัข,เปลืองเงิน,สุนัขอิ่ม,Evening
6:25:00 PM,เตรียมตัวกลับบ้าน,,,Evening
6:30:00 PM,กลับมานอนเล่นโทรศัพท์บนเตียง,-,ผ่อนคลาย,Evening
6:30:00 PM,กินข้าวเย็น,ไปร้านเดิมๆ,ได้กินข้าวพร้อมกับเพื่อนๆ,Evening
6:30:00 PM,ถึงบ้าน เก็บของ,บ้านรก,อยู่ในที่คุ้นเคย สบายใจ บ้านเป็นระเบียบ,Evening
6:30:00 PM,Have dinner nearby,Have dinner late and will gain more weight,Find something to eat to release stress,Evening
6:30:00 PM,ขึ้นรถตู้บริษัท,เดินทางไกลนาน,ได้นอนหลับบนรถ,Evening
6:30:00 PM,Driving back to home,"- Traffic jam more than in morning
- Get frustated",- Feel relax from watching netflix while driving,Evening
6:30:00 PM,ทานมื้อเย็น,ไม่รู้จะกินอะไร กลัวอ้วน,อิ่ม,Evening
6:30:00 PM,ขึ้นรถเมล์ไป BTS,บางทีรอรถนาน,สะดวกและค่าโดยสารถูก,Evening
6:30:00 PM,ออกกำลังกาย ตามคลิปที่ห้อง,ขี้เกียจออกกำลังกาย เหนื่อย,หุ่นดี สุขภาพดี,Evening
6:30:00 PM,Family time,,Watch movie at home with my mom,Evening
